,datetime,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,TOA_SW_DWN,RH2M,QV2M,PS,WS2M,CLOUD_AMT,ALLSKY_SFC_LW_DWN,T2M
0,2024-07-31 00:00:00,0.0,0.0,0.0,0.0,97.44,18.08,93.55,3.71,99.93,415.5,22.7
1,2024-07-31 01:00:00,0.0,0.0,0.0,0.0,97.41,18.05,93.51,3.76,100.0,414.02,22.67
2,2024-07-31 02:00:00,0.0,0.0,0.0,0.0,97.73,17.95,93.48,3.22,99.84,415.48,22.52
3,2024-07-31 03:00:00,0.0,0.0,0.0,0.0,97.69,17.82,93.48,3.05,99.97,416.2,22.41
4,2024-07-31 04:00:00,0.0,0.0,0.0,0.0,97.74,17.76,93.5,3.09,100.0,417.15,22.35
5,2024-07-31 05:00:00,0.0,0.0,0.0,0.0,97.72,17.76,93.54,3.02,100.0,414.02,22.36
6,2024-07-31 06:00:00,27.23,26.83,0.0,228.7,96.94,18.23,93.61,3.4,100.0,424.48,22.93
7,2024-07-31 07:00:00,77.38,66.66,0.0,524.7,94.79,18.79,93.68,4.38,100.0,429.35,23.81
8,2024-07-31 08:00:00,134.98,110.04,2.93,800.97,91.54,19.24,93.73,5.05,99.59,434.85,24.79
9,2024-07-31 09:00:00,229.52,145.41,9.72,1031.57,88.1,19.75,93.74,5.4,98.4,437.05,25.87
10,2024-07-31 10:00:00,360.25,210.09,25.12,1200.8,85.35,20.01,93.7,5.61,96.63,441.35,26.62
11,2024-07-31 11:00:00,364.67,229.6,18.78,1297.07,83.68,20.16,93.64,5.8,98.14,439.15,27.07
12,2024-07-31 12:00:00,310.73,222.25,6.98,1313.82,83.1,20.15,93.57,5.92,99.4,442.02,27.17
13,2024-07-31 13:00:00,369.33,223.73,15.46,1249.93,83.28,20.05,93.52,5.89,97.86,443.45,27.04
14,2024-07-31 14:00:00,311.2,225.53,31.32,1109.7,84.06,19.9,93.49,5.75,99.53,442.33,26.75
15,2024-07-31 15:00:00,237.65,170.29,6.16,902.7,85.3,19.75,93.47,5.61,98.79,437.58,26.37
16,2024-07-31 16:00:00,142.35,117.24,1.81,643.0,88.66,19.66,93.47,5.23,99.67,435.38,25.64
17,2024-07-31 17:00:00,67.4,58.21,3.73,348.3,93.77,19.63,93.51,4.48,98.3,428.42,24.68
18,2024-07-31 18:00:00,7.0,9.22,0.0,60.53,96.61,19.49,93.54,3.82,98.6,427.12,24.07
19,2024-07-31 19:00:00,0.0,0.0,0.0,0.0,97.06,19.36,93.58,3.78,99.61,418.23,23.89
20,2024-07-31 20:00:00,0.0,0.0,0.0,0.0,97.33,19.31,93.64,3.5,99.58,418.2,23.81
21,2024-07-31 21:00:00,0.0,0.0,0.0,0.0,97.23,19.19,93.67,3.74,99.6,417.88,23.73
22,2024-07-31 22:00:00,0.0,0.0,0.0,0.0,97.14,19.05,93.63,4.23,99.61,417.77,23.62
23,2024-07-31 23:00:00,0.0,0.0,0.0,0.0,97.22,18.95,93.58,4.34,99.7,412.9,23.51
24,2024-08-01 00:00:00,0.0,0.0,0.0,0.0,97.19,18.85,93.53,4.14,99.93,418.5,23.42
25,2024-08-01 01:00:00,0.0,0.0,0.0,0.0,97.43,18.79,93.49,3.94,100.0,416.95,23.32
26,2024-08-01 02:00:00,0.0,0.0,0.0,0.0,97.48,18.75,93.46,3.83,99.81,419.33,23.27
27,2024-08-01 03:00:00,0.0,0.0,0.0,0.0,97.48,18.73,93.44,3.75,99.93,418.4,23.25
28,2024-08-01 04:00:00,0.0,0.0,0.0,0.0,97.54,18.72,93.43,3.76,99.98,416.9,23.23
29,2024-08-01 05:00:00,0.0,0.0,0.0,0.0,97.47,18.69,93.45,3.82,99.96,412.15,23.22
30,2024-08-01 06:00:00,38.12,37.57,0.0,227.23,96.83,18.98,93.5,4.15,100.0,423.23,23.59
31,2024-08-01 07:00:00,111.35,95.93,0.0,524.17,94.5,19.24,93.57,5.28,100.0,427.92,24.23
32,2024-08-01 08:00:00,202.3,142.89,10.44,801.0,91.13,19.23,93.63,6.15,98.55,430.77,24.84
33,2024-08-01 09:00:00,299.02,224.77,2.82,1032.03,88.08,19.35,93.66,6.62,99.69,430.2,25.52
34,2024-08-01 10:00:00,378.9,273.98,0.92,1201.53,87.13,19.43,93.65,6.78,99.93,431.02,25.77
35,2024-08-01 11:00:00,469.3,296.63,18.47,1297.93,86.58,19.34,93.6,6.84,98.52,427.52,25.79
36,2024-08-01 12:00:00,526.38,377.43,7.08,1314.65,87.15,19.33,93.54,6.79,100.0,430.02,25.66
37,2024-08-01 13:00:00,425.17,291.94,42.87,1250.53,88.47,19.37,93.48,6.69,100.0,432.95,25.43
38,2024-08-01 14:00:00,364.08,271.09,1.94,1109.93,88.57,19.32,93.44,6.66,100.0,432.95,25.36
39,2024-08-01 15:00:00,272.7,204.33,52.59,902.42,90.6,19.23,93.42,6.46,99.98,431.4,24.9
40,2024-08-01 16:00:00,158.23,127.61,31.54,642.12,93.42,19.09,93.44,5.96,99.4,430.9,24.27
41,2024-08-01 17:00:00,67.05,57.78,6.96,346.77,95.89,19.03,93.48,5.13,98.32,424.6,23.79
42,2024-08-01 18:00:00,6.5,8.45,0.0,59.25,96.94,18.86,93.52,4.7,100.0,427.77,23.47
43,2024-08-01 19:00:00,0.0,0.0,0.0,0.0,96.98,18.72,93.57,4.73,99.87,419.48,23.35
44,2024-08-01 20:00:00,0.0,0.0,0.0,0.0,97.12,18.67,93.61,4.84,100.0,420.95,23.29
45,2024-08-01 21:00:00,0.0,0.0,0.0,0.0,97.18,18.63,93.65,4.83,100.0,421.1,23.25
46,2024-08-01 22:00:00,0.0,0.0,0.0,0.0,97.23,18.62,93.63,4.98,100.0,422.77,23.23
47,2024-08-01 23:00:00,0.0,0.0,0.0,0.0,97.18,18.59,93.56,5.17,100.0,417.7,23.2
48,2024-08-02 00:00:00,0.0,0.0,0.0,0.0,97.19,18.55,93.49,5.33,99.96,421.75,23.15
49,2024-08-02 01:00:00,0.0,0.0,0.0,0.0,97.18,18.48,93.43,5.26,99.99,417.3,23.08
50,2024-08-02 02:00:00,0.0,0.0,0.0,0.0,97.21,18.38,93.4,5.24,100.0,424.73,22.98
51,2024-08-02 03:00:00,0.0,0.0,0.0,0.0,97.24,18.32,93.39,5.11,100.0,423.58,22.92
52,2024-08-02 04:00:00,0.0,0.0,0.0,0.0,97.32,18.31,93.4,5.01,100.0,422.52,22.9
53,2024-08-02 05:00:00,0.0,0.0,0.0,0.0,97.29,18.33,93.44,4.98,100.0,416.02,22.93
54,2024-08-02 06:00:00,29.83,29.37,1.26,225.68,96.92,18.53,93.5,5.17,100.0,432.85,23.18
55,2024-08-02 07:00:00,92.65,79.41,6.56,523.47,95.67,18.68,93.57,5.74,100.0,435.75,23.54
56,2024-08-02 08:00:00,173.38,140.7,9.54,800.72,93.62,18.62,93.64,6.39,100.0,439.52,23.86
57,2024-08-02 09:00:00,208.73,155.25,9.93,1032.1,91.37,18.61,93.66,6.7,99.13,441.27,24.26
58,2024-08-02 10:00:00,248.25,158.6,11.97,1201.82,90.24,18.72,93.64,6.94,98.99,442.55,24.56
59,2024-08-02 11:00:00,300.83,189.04,17.28,1298.3,89.99,18.85,93.57,7.08,98.89,436.27,24.71
60,2024-08-02 12:00:00,338.08,239.97,17.13,1314.95,89.94,18.91,93.5,7.07,99.05,442.55,24.76
61,2024-08-02 13:00:00,327.08,208.8,19.74,1250.62,89.96,18.93,93.43,7.03,98.8,437.38,24.76
62,2024-08-02 14:00:00,296.62,218.87,9.84,1109.68,90.53,18.82,93.39,6.95,99.25,440.27,24.55
63,2024-08-02 15:00:00,178.6,126.81,10.98,901.72,92.18,18.77,93.36,6.7,98.65,440.1,24.2
64,2024-08-02 16:00:00,108.25,88.77,5.46,640.92,94.44,18.75,93.36,6.18,99.42,440.17,23.78
65,2024-08-02 17:00:00,49.8,43.71,5.17,345.02,96.22,18.73,93.4,5.42,99.48,433.48,23.46
66,2024-08-02 18:00:00,4.68,6.08,0.0,57.9,96.72,18.44,93.47,5.2,99.9,435.92,23.13
67,2024-08-02 19:00:00,0.0,0.0,0.0,0.0,96.87,18.3,93.53,5.24,100.0,424.52,22.99
68,2024-08-02 20:00:00,0.0,0.0,0.0,0.0,96.94,18.26,93.57,5.28,100.0,424.73,22.95
69,2024-08-02 21:00:00,0.0,0.0,0.0,0.0,96.93,18.24,93.61,5.24,99.49,424.7,22.94
70,2024-08-02 22:00:00,0.0,0.0,0.0,0.0,96.91,18.18,93.62,5.26,100.0,420.23,22.89
71,2024-08-02 23:00:00,0.0,0.0,0.0,0.0,96.92,18.1,93.58,5.4,100.0,414.75,22.81
72,2024-08-03 00:00:00,0.0,0.0,0.0,0.0,96.86,17.98,93.51,5.56,100.0,420.92,22.7
73,2024-08-03 01:00:00,0.0,0.0,0.0,0.0,96.88,17.83,93.45,5.76,100.0,416.38,22.55
74,2024-08-03 02:00:00,0.0,0.0,0.0,0.0,96.86,17.65,93.4,5.8,99.82,412.42,22.38
75,2024-08-03 03:00:00,0.0,0.0,0.0,0.0,96.95,17.54,93.39,5.58,99.97,415.8,22.26
76,2024-08-03 04:00:00,0.0,0.0,0.0,0.0,96.93,17.53,93.42,5.22,100.0,415.98,22.26
77,2024-08-03 05:00:00,0.0,0.0,0.0,0.0,97.01,17.58,93.47,5.05,100.0,411.62,22.3
78,2024-08-03 06:00:00,23.67,24.77,0.0,224.18,96.73,17.83,93.53,5.16,100.0,444.52,22.59
79,2024-08-03 07:00:00,102.93,88.54,2.08,522.8,95.83,18.31,93.6,5.64,100.0,436.42,23.19
80,2024-08-03 08:00:00,187.43,153.21,0.37,800.5,93.69,18.53,93.65,6.74,100.0,436.67,23.77
81,2024-08-03 09:00:00,251.48,188.41,5.47,1032.22,91.8,18.8,93.66,7.47,99.53,439.1,24.35
82,2024-08-03 10:00:00,242.77,153.58,17.89,1202.15,90.96,19.02,93.64,7.98,98.64,439.58,24.69
83,2024-08-03 11:00:00,246.48,153.91,18.86,1298.7,91.26,19.14,93.58,8.22,98.86,434.67,24.73
84,2024-08-03 12:00:00,133.93,94.45,9.96,1315.28,91.33,19.18,93.52,8.33,99.36,435.27,24.74
85,2024-08-03 13:00:00,160.05,113.21,1.19,1250.7,91.8,19.13,93.45,8.27,99.93,435.75,24.6
86,2024-08-03 14:00:00,124.03,91.11,5.81,1109.43,92.97,19.06,93.42,7.92,99.31,432.88,24.32
87,2024-08-03 15:00:00,112.75,87.44,1.48,901.0,94.17,18.95,93.41,7.44,99.85,431.2,24.01
88,2024-08-03 16:00:00,80.4,66.3,0.0,639.67,95.37,18.76,93.45,6.97,100.0,431.9,23.64
89,2024-08-03 17:00:00,37.17,38.67,0.0,343.2,96.48,18.6,93.52,6.2,100.0,423.38,23.32
90,2024-08-03 18:00:00,4.97,6.47,0.0,56.5,96.57,18.12,93.58,5.96,100.0,427.92,22.89
91,2024-08-03 19:00:00,0.0,0.0,0.0,0.0,96.9,17.73,93.65,5.85,99.95,424.8,22.49
92,2024-08-03 20:00:00,0.0,0.0,0.0,0.0,96.87,17.63,93.68,5.66,99.8,421.35,22.41
93,2024-08-03 21:00:00,0.0,0.0,0.0,0.0,96.92,17.7,93.71,5.53,99.82,420.45,22.47
94,2024-08-03 22:00:00,0.0,0.0,0.0,0.0,97.07,17.84,93.7,5.39,99.83,419.52,22.57
95,2024-08-03 23:00:00,0.0,0.0,0.0,0.0,97.04,17.93,93.65,5.42,100.0,412.92,22.65
96,2024-08-04 00:00:00,0.0,0.0,0.0,0.0,97.03,18.02,93.58,5.46,100.0,417.02,22.72
97,2024-08-04 01:00:00,0.0,0.0,0.0,0.0,97.03,18.02,93.52,5.59,100.0,416.35,22.71
98,2024-08-04 02:00:00,0.0,0.0,0.0,0.0,96.97,17.93,93.48,5.52,99.78,414.27,22.63
99,2024-08-04 03:00:00,0.0,0.0,0.0,0.0,97.1,17.86,93.45,5.38,100.0,416.6,22.54
100,2024-08-04 04:00:00,0.0,0.0,0.0,0.0,97.14,17.83,93.47,5.2,100.0,416.7,22.51
101,2024-08-04 05:00:00,0.0,0.0,0.0,0.0,97.06,17.83,93.51,5.12,100.0,411.48,22.53
102,2024-08-04 06:00:00,11.0,11.51,1.41,222.65,96.73,18.02,93.57,5.2,99.67,420.3,22.77
103,2024-08-04 07:00:00,22.3,19.06,2.77,522.03,95.84,18.54,93.65,5.5,99.69,423.12,23.4
104,2024-08-04 08:00:00,31.15,24.88,5.32,800.12,93.63,18.76,93.69,6.46,99.57,425.0,23.99
105,2024-08-04 09:00:00,47.75,28.25,11.98,1032.12,91.91,18.93,93.7,6.96,98.72,426.1,24.45
106,2024-08-04 10:00:00,73.07,42.57,20.36,1202.22,91.46,19.15,93.69,6.97,98.05,426.83,24.72
107,2024-08-04 11:00:00,95.3,56.58,21.7,1298.82,92.12,19.25,93.65,6.88,98.47,422.08,24.68
108,2024-08-04 12:00:00,128.25,77.35,24.89,1315.3,92.74,19.28,93.57,6.85,98.35,425.65,24.58
109,2024-08-04 13:00:00,155.38,109.21,4.37,1250.5,93.26,19.23,93.5,6.81,99.64,425.3,24.43
110,2024-08-04 14:00:00,243.48,181.6,0.0,1108.88,93.77,19.09,93.45,6.59,100.0,423.6,24.21
111,2024-08-04 15:00:00,176.62,137.29,0.0,900.03,94.28,18.99,93.43,6.22,100.0,423.95,24.03
112,2024-08-04 16:00:00,115.88,95.55,0.0,638.2,95.53,18.93,93.44,5.64,100.0,422.7,23.76
113,2024-08-04 17:00:00,58.12,60.47,0.0,341.2,96.26,18.77,93.48,4.96,100.0,416.38,23.5
114,2024-08-04 18:00:00,7.53,9.78,0.0,55.08,96.17,18.01,93.53,5.03,100.0,416.92,22.85
115,2024-08-04 19:00:00,0.0,0.0,0.0,0.0,96.7,17.58,93.62,4.72,99.75,414.88,22.38
116,2024-08-04 20:00:00,0.0,0.0,0.0,0.0,96.76,17.58,93.67,4.38,99.66,413.7,22.38
117,2024-08-04 21:00:00,0.0,0.0,0.0,0.0,96.85,17.6,93.71,4.24,99.42,413.1,22.39
118,2024-08-04 22:00:00,0.0,0.0,0.0,0.0,96.9,17.62,93.71,4.23,99.28,414.1,22.4
119,2024-08-04 23:00:00,0.0,0.0,0.0,0.0,96.69,17.46,93.67,4.42,99.46,408.77,22.28
120,2024-08-05 00:00:00,0.0,0.0,0.0,0.0,96.78,17.38,93.61,4.42,99.61,415.12,22.18
121,2024-08-05 01:00:00,0.0,0.0,0.0,0.0,96.99,17.44,93.56,4.4,100.0,414.55,22.19
122,2024-08-05 02:00:00,0.0,0.0,0.0,0.0,97.04,17.49,93.51,4.41,99.61,413.92,22.22
123,2024-08-05 03:00:00,0.0,0.0,0.0,0.0,97.08,17.51,93.5,4.34,99.54,414.27,22.23
124,2024-08-05 04:00:00,0.0,0.0,0.0,0.0,97.14,17.54,93.52,4.24,99.54,414.52,22.25
125,2024-08-05 05:00:00,0.0,0.0,0.0,0.0,97.26,17.62,93.55,4.19,99.46,409.45,22.31
126,2024-08-05 06:00:00,39.33,41.07,2.83,221.15,96.82,17.94,93.62,4.36,99.42,423.62,22.69
127,2024-08-05 07:00:00,97.25,83.01,12.15,521.3,95.28,18.33,93.69,5.19,100.0,434.23,23.32
128,2024-08-05 08:00:00,175.32,143.19,1.47,799.75,92.74,18.42,93.76,5.94,99.95,437.62,23.86
129,2024-08-05 09:00:00,289.98,218.31,1.18,1032.05,89.71,18.65,93.77,6.35,99.93,440.9,24.62
130,2024-08-05 10:00:00,353.08,254.12,5.92,1202.3,87.27,18.95,93.73,6.69,99.71,443.15,25.34
131,2024-08-05 11:00:00,354.95,253.16,2.87,1298.9,85.79,19.19,93.68,6.85,100.0,440.9,25.83
132,2024-08-05 12:00:00,339.58,242.65,8.85,1315.25,84.83,19.28,93.64,6.85,99.58,442.15,26.09
133,2024-08-05 13:00:00,358.38,250.4,16.77,1250.22,84.59,19.19,93.58,6.83,99.7,447.55,26.05
134,2024-08-05 14:00:00,288.75,213.04,9.7,1108.25,84.86,18.95,93.54,6.61,99.64,446.8,25.78
135,2024-08-05 15:00:00,192.55,148.84,11.16,898.97,85.87,18.68,93.54,6.18,99.6,442.65,25.34
136,2024-08-05 16:00:00,118.07,96.48,9.85,636.62,89.33,18.51,93.57,5.41,99.09,440.92,24.53
137,2024-08-05 17:00:00,55.4,48.55,3.62,339.12,93.29,18.39,93.62,4.45,97.89,432.75,23.71
138,2024-08-05 18:00:00,6.0,7.89,0.0,53.62,96.35,18.12,93.66,3.59,97.46,432.98,22.94
139,2024-08-05 19:00:00,0.0,0.0,0.0,0.0,96.95,17.81,93.73,3.3,96.19,427.92,22.57
140,2024-08-05 20:00:00,0.0,0.0,0.0,0.0,97.2,17.67,93.8,3.13,93.74,425.2,22.41
141,2024-08-05 21:00:00,0.0,0.0,0.0,0.0,97.38,17.61,93.83,2.96,96.01,420.62,22.33
142,2024-08-05 22:00:00,0.0,0.0,0.0,0.0,97.6,17.62,93.82,2.82,99.59,416.67,22.3
143,2024-08-05 23:00:00,0.0,0.0,0.0,0.0,97.65,17.61,93.75,2.84,100.0,411.83,22.27
144,2024-08-06 00:00:00,0.0,0.0,0.0,0.0,97.67,17.67,93.68,3.19,94.45,421.3,22.31
145,2024-08-06 01:00:00,0.0,0.0,0.0,0.0,97.64,17.78,93.59,3.46,96.58,422.23,22.4
146,2024-08-06 02:00:00,0.0,0.0,0.0,0.0,97.76,17.89,93.53,3.47,91.77,420.92,22.47
147,2024-08-06 03:00:00,0.0,0.0,0.0,0.0,97.76,17.85,93.51,3.37,75.66,414.8,22.43
148,2024-08-06 04:00:00,0.0,0.0,0.0,0.0,97.29,17.63,93.53,3.6,65.7,414.02,22.31
149,2024-08-06 05:00:00,0.0,0.0,0.0,0.0,97.26,17.41,93.57,3.67,70.78,404.95,22.12
150,2024-08-06 06:00:00,44.25,46.15,3.57,219.7,96.74,17.54,93.64,3.92,81.14,421.23,22.34
151,2024-08-06 07:00:00,124.85,97.12,43.02,520.58,94.55,17.78,93.71,4.88,91.15,429.05,22.95
152,2024-08-06 08:00:00,199.6,152.31,97.98,799.42,91.04,18.09,93.76,5.49,100.0,434.52,23.87
153,2024-08-06 09:00:00,293.35,219.95,10.79,1032.0,87.13,18.44,93.76,5.69,100.0,436.95,24.92
154,2024-08-06 10:00:00,374.4,231.94,47.57,1202.4,84.42,18.76,93.71,5.92,98.77,438.38,25.73
155,2024-08-06 11:00:00,459.42,265.91,38.71,1299.0,83.03,18.92,93.65,6.02,97.4,436.52,26.14
156,2024-08-06 12:00:00,498.75,350.32,44.35,1315.22,82.28,18.94,93.58,6.08,99.56,435.1,26.3
157,2024-08-06 13:00:00,427.1,301.23,7.4,1249.95,81.67,18.86,93.5,6.19,99.16,437.4,26.34
158,2024-08-06 14:00:00,341.17,249.75,19.73,1107.6,82.26,18.67,93.45,6.16,100.0,435.58,26.04
159,2024-08-06 15:00:00,250.07,194.9,4.27,897.85,83.68,18.36,93.44,5.89,99.97,435.27,25.47
160,2024-08-06 16:00:00,149.35,132.68,6.36,635.03,86.92,18.15,93.49,5.17,99.66,432.05,24.65
161,2024-08-06 17:00:00,63.4,65.9,1.71,336.98,92.19,18.15,93.56,4.18,99.36,420.77,23.68
162,2024-08-06 18:00:00,6.22,7.19,0.0,52.12,96.22,17.98,93.63,3.24,100.0,419.4,22.83
163,2024-08-06 19:00:00,0.0,0.0,0.0,0.0,96.81,17.64,93.7,3.2,99.44,414.0,22.43
164,2024-08-06 20:00:00,0.0,0.0,0.0,0.0,97.26,17.54,93.74,2.84,99.55,413.83,22.27
165,2024-08-06 21:00:00,0.0,0.0,0.0,0.0,97.32,17.48,93.78,2.59,99.12,412.45,22.21
166,2024-08-06 22:00:00,0.0,0.0,0.0,0.0,97.46,17.44,93.78,2.6,99.45,412.08,22.15
167,2024-08-06 23:00:00,0.0,0.0,0.0,0.0,97.73,17.38,93.73,2.49,99.78,405.85,22.04
168,2024-08-07 00:00:00,0.0,0.0,0.0,0.0,97.87,17.31,93.67,2.45,99.8,411.85,21.94
169,2024-08-07 01:00:00,0.0,0.0,0.0,0.0,97.89,17.22,93.6,2.42,100.0,412.2,21.84
170,2024-08-07 02:00:00,0.0,0.0,0.0,0.0,97.92,17.14,93.55,2.43,99.82,413.2,21.75
171,2024-08-07 03:00:00,0.0,0.0,0.0,0.0,98.05,17.08,93.53,2.37,99.67,411.48,21.67
172,2024-08-07 04:00:00,0.0,0.0,0.0,0.0,98.14,17.03,93.55,2.25,99.62,413.9,21.61
173,2024-08-07 05:00:00,0.0,0.0,0.0,0.0,98.17,17.05,93.58,2.33,100.0,410.23,21.63
174,2024-08-07 06:00:00,25.65,26.84,0.0,218.23,96.76,17.52,93.65,2.92,99.96,428.05,22.32
175,2024-08-07 07:00:00,87.15,75.08,0.0,519.78,94.23,18.0,93.72,4.07,100.0,435.0,23.21
176,2024-08-07 08:00:00,147.88,120.85,0.55,798.95,90.29,18.47,93.76,4.88,99.85,440.52,24.35
177,2024-08-07 09:00:00,203.35,153.75,1.35,1031.72,86.26,18.89,93.76,5.23,99.59,444.5,25.49
178,2024-08-07 10:00:00,277.62,200.17,3.15,1202.25,83.23,19.2,93.73,5.52,99.33,447.45,26.36
179,2024-08-07 11:00:00,336.4,212.65,13.11,1298.82,81.64,19.33,93.67,5.73,98.15,443.9,26.79
180,2024-08-07 12:00:00,349.12,212.0,11.76,1314.93,81.04,19.28,93.6,5.83,97.92,449.05,26.86
181,2024-08-07 13:00:00,315.8,218.88,22.83,1249.38,80.95,19.09,93.54,5.8,99.89,447.45,26.7
182,2024-08-07 14:00:00,256.67,190.59,3.58,1106.68,81.74,18.82,93.51,5.68,99.33,440.58,26.29
183,2024-08-07 15:00:00,215.0,167.38,4.9,896.5,83.42,18.59,93.5,5.46,99.9,444.27,25.74
184,2024-08-07 16:00:00,130.9,116.38,4.44,633.2,87.22,18.46,93.53,4.97,99.91,438.88,24.88
185,2024-08-07 17:00:00,54.65,56.83,0.86,334.67,92.04,18.4,93.6,4.13,99.79,430.08,23.94
186,2024-08-07 18:00:00,5.07,5.86,0.0,50.6,95.98,18.18,93.67,3.36,100.0,427.38,23.06
187,2024-08-07 19:00:00,0.0,0.0,0.0,0.0,96.7,17.87,93.75,3.25,99.82,418.75,22.67
188,2024-08-07 20:00:00,0.0,0.0,0.0,0.0,97.19,17.75,93.82,2.91,99.76,415.35,22.49
189,2024-08-07 21:00:00,0.0,0.0,0.0,0.0,97.44,17.69,93.87,2.44,99.16,415.55,22.4
190,2024-08-07 22:00:00,0.0,0.0,0.0,0.0,97.17,17.51,93.87,2.7,99.15,414.8,22.28
191,2024-08-07 23:00:00,0.0,0.0,0.0,0.0,97.58,17.48,93.8,2.59,99.75,406.05,22.17
192,2024-08-08 00:00:00,0.0,0.0,0.0,0.0,97.78,17.51,93.71,2.66,99.79,412.17,22.15
193,2024-08-08 01:00:00,0.0,0.0,0.0,0.0,97.93,17.5,93.63,2.49,94.57,416.85,22.1
194,2024-08-08 02:00:00,0.0,0.0,0.0,0.0,98.15,17.44,93.59,2.39,98.84,420.73,22.0
195,2024-08-08 03:00:00,0.0,0.0,0.0,0.0,98.23,17.4,93.58,2.35,99.96,423.45,21.95
196,2024-08-08 04:00:00,0.0,0.0,0.0,0.0,98.1,17.33,93.61,2.39,99.93,422.6,21.91
197,2024-08-08 05:00:00,0.0,0.0,0.0,0.0,98.05,17.28,93.66,2.33,98.33,415.05,21.88
198,2024-08-08 06:00:00,33.25,32.08,0.67,216.88,96.65,17.69,93.73,2.97,98.92,429.52,22.51
199,2024-08-08 07:00:00,94.3,81.05,3.14,519.15,93.58,17.98,93.79,3.97,99.65,437.27,23.32
200,2024-08-08 08:00:00,173.23,141.44,1.84,798.72,88.71,18.28,93.84,4.61,100.0,441.75,24.49
201,2024-08-08 09:00:00,302.75,177.93,12.28,1031.8,84.35,18.63,93.84,4.91,95.57,444.98,25.65
202,2024-08-08 10:00:00,315.33,191.9,17.19,1202.45,81.48,18.97,93.8,5.18,97.33,446.58,26.53
203,2024-08-08 11:00:00,399.5,239.8,26.87,1299.03,79.46,19.09,93.73,5.43,92.83,442.3,27.05
204,2024-08-08 12:00:00,481.23,303.26,25.41,1314.97,78.15,19.04,93.67,5.72,98.1,447.75,27.28
205,2024-08-08 13:00:00,413.17,219.27,124.98,1249.12,77.96,18.88,93.62,5.94,96.47,442.45,27.17
206,2024-08-08 14:00:00,433.12,271.38,62.09,1106.03,79.36,18.72,93.61,5.95,91.63,440.85,26.72
207,2024-08-08 15:00:00,303.23,201.89,59.32,895.35,81.38,18.37,93.62,5.59,92.27,438.52,25.98
208,2024-08-08 16:00:00,185.05,142.93,19.6,631.47,85.35,18.19,93.65,5.07,94.03,433.27,25.02
209,2024-08-08 17:00:00,75.62,62.04,5.4,332.38,91.08,18.12,93.7,4.22,96.42,422.23,23.88
210,2024-08-08 18:00:00,8.32,11.02,0.0,49.08,95.99,18.03,93.76,3.0,97.78,418.88,22.94
211,2024-08-08 19:00:00,0.0,0.0,0.0,0.0,96.83,17.79,93.84,2.61,99.53,410.33,22.59
212,2024-08-08 20:00:00,0.0,0.0,0.0,0.0,97.07,17.55,93.91,2.47,99.7,406.6,22.34
213,2024-08-08 21:00:00,0.0,0.0,0.0,0.0,97.53,17.5,93.93,2.08,99.69,405.73,22.22
214,2024-08-08 22:00:00,0.0,0.0,0.0,0.0,97.78,17.38,93.9,1.98,99.67,406.85,22.06
215,2024-08-08 23:00:00,0.0,0.0,0.0,0.0,97.86,17.29,93.82,2.03,99.75,402.27,21.95
216,2024-08-09 00:00:00,0.0,0.0,0.0,0.0,97.92,17.22,93.74,2.09,99.82,411.05,21.86
217,2024-08-09 01:00:00,0.0,0.0,0.0,0.0,98.17,17.17,93.67,2.04,99.95,408.0,21.76
218,2024-08-09 02:00:00,0.0,0.0,0.0,0.0,98.56,17.14,93.64,1.95,100.0,410.95,21.66
219,2024-08-09 03:00:00,0.0,0.0,0.0,0.0,98.81,17.17,93.65,1.88,100.0,407.7,21.65
220,2024-08-09 04:00:00,0.0,0.0,0.0,0.0,98.99,17.26,93.68,1.92,100.0,408.7,21.71
221,2024-08-09 05:00:00,0.0,0.0,0.0,0.0,98.67,17.42,93.73,2.27,100.0,405.67,21.92
222,2024-08-09 06:00:00,35.3,36.93,0.0,215.6,96.92,18.1,93.8,3.33,100.0,428.3,22.85
223,2024-08-09 07:00:00,109.75,94.55,0.0,518.7,93.97,18.76,93.87,4.13,100.0,434.02,23.96
224,2024-08-09 08:00:00,206.27,168.58,0.74,798.78,87.8,18.87,93.91,5.0,99.96,438.83,25.2
225,2024-08-09 09:00:00,286.33,182.79,10.44,1032.18,82.51,18.95,93.91,5.4,98.99,439.1,26.32
226,2024-08-09 10:00:00,334.08,214.15,13.18,1203.03,79.55,19.02,93.89,5.61,98.78,439.33,27.0
227,2024-08-09 11:00:00,389.3,245.57,17.77,1299.62,78.33,19.07,93.85,5.69,98.81,440.52,27.3
228,2024-08-09 12:00:00,422.12,265.35,25.76,1315.38,77.99,19.03,93.8,5.77,98.58,444.77,27.33
229,2024-08-09 13:00:00,329.33,228.25,23.73,1249.22,78.4,18.95,93.75,5.81,99.83,442.42,27.16
230,2024-08-09 14:00:00,266.33,174.96,11.81,1105.65,79.16,18.75,93.71,5.76,98.66,440.12,26.81
231,2024-08-09 15:00:00,205.18,159.55,5.8,894.4,80.31,18.48,93.71,5.6,99.48,438.6,26.32
232,2024-08-09 16:00:00,127.1,93.55,10.46,629.88,84.22,18.39,93.73,5.19,97.69,435.75,25.44
233,2024-08-09 17:00:00,43.0,40.56,0.0,330.1,90.8,18.47,93.78,4.3,100.0,429.0,24.26
