,datetime,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,TOA_SW_DWN,RH2M,QV2M,PS,WS2M,CLOUD_AMT,ALLSKY_SFC_LW_DWN,T2M
1669,2024-10-08 13:00:00,533.33,292.84,202.13,1123.95,68.31,17.7,93.94,1.9,79.11,448.85,28.4
1670,2024-10-08 14:00:00,403.92,188.01,177.4,948.15,67.5,17.42,93.87,1.43,82.1,450.88,28.32
1671,2024-10-08 15:00:00,275.0,179.3,155.91,704.58,68.08,17.21,93.84,1.35,60.24,442.92,27.96
1672,2024-10-08 16:00:00,132.5,107.63,96.76,409.83,74.39,17.98,93.87,1.19,60.84,438.77,27.19
1673,2024-10-08 17:00:00,18.77,23.16,3.81,94.4,82.94,18.4,93.91,1.03,63.33,425.25,25.74
1674,2024-10-08 18:00:00,0.0,0.0,0.0,0.0,90.08,18.44,93.97,0.79,65.3,422.33,24.4
1675,2024-10-08 19:00:00,0.0,0.0,0.0,0.0,91.43,18.09,94.04,0.87,83.51,421.52,23.85
1676,2024-10-08 20:00:00,0.0,0.0,0.0,0.0,92.46,17.79,94.1,0.99,91.17,418.85,23.4
1677,2024-10-08 21:00:00,0.0,0.0,0.0,0.0,93.31,17.5,94.1,1.17,97.6,411.98,22.98
1678,2024-10-08 22:00:00,0.0,0.0,0.0,0.0,94.11,17.21,94.07,1.3,98.33,411.1,22.56
1679,2024-10-08 23:00:00,0.0,0.0,0.0,0.0,94.91,16.98,94.0,1.5,96.39,403.6,22.19
1680,2024-10-09 00:00:00,0.0,0.0,0.0,0.0,95.56,16.8,93.92,1.84,96.12,412.8,21.89
1681,2024-10-09 01:00:00,0.0,0.0,0.0,0.0,96.29,16.67,93.87,2.09,99.9,410.92,21.63
1682,2024-10-09 02:00:00,0.0,0.0,0.0,0.0,96.93,16.58,93.84,2.1,99.68,411.23,21.43
1683,2024-10-09 03:00:00,0.0,0.0,0.0,0.0,97.12,16.53,93.84,2.11,99.93,411.4,21.35
1684,2024-10-09 04:00:00,0.0,0.0,0.0,0.0,97.15,16.5,93.87,2.09,100.0,412.05,21.32
1685,2024-10-09 05:00:00,0.0,0.0,0.0,0.0,97.08,16.47,93.92,2.07,100.0,403.55,21.31
1686,2024-10-09 06:00:00,19.33,20.02,1.58,156.7,96.9,16.57,93.98,2.06,97.31,417.4,21.45
1687,2024-10-09 07:00:00,86.15,72.9,5.68,477.1,95.87,17.04,94.05,2.36,98.71,421.9,22.09
1688,2024-10-09 08:00:00,182.1,150.42,2.17,761.8,94.1,17.62,94.1,2.6,99.8,424.27,22.95
1689,2024-10-09 09:00:00,290.17,222.17,0.12,991.25,90.73,17.95,94.11,2.61,100.0,427.6,23.86
1690,2024-10-09 10:00:00,363.05,271.17,0.25,1149.8,86.47,18.01,94.06,2.41,100.0,435.27,24.71
1691,2024-10-09 11:00:00,404.58,296.63,1.47,1226.62,81.92,17.88,93.96,2.07,99.93,427.25,25.48
1692,2024-10-09 12:00:00,405.92,293.46,20.17,1216.53,78.7,17.68,93.86,1.73,99.06,439.58,25.95
1693,2024-10-09 13:00:00,286.1,184.01,18.47,1120.12,76.93,17.44,93.77,1.46,98.39,446.1,26.09
1694,2024-10-09 14:00:00,271.75,192.95,29.8,944.05,76.81,17.33,93.71,1.21,98.37,442.1,26.0
1695,2024-10-09 15:00:00,189.75,146.0,29.47,700.28,78.03,17.37,93.7,0.91,98.53,436.15,25.77
1696,2024-10-09 16:00:00,51.92,41.54,15.12,405.4,81.23,17.69,93.72,0.73,96.13,436.2,25.4
1697,2024-10-09 17:00:00,7.38,9.01,0.0,91.1,87.14,18.08,93.75,0.6,100.0,428.75,24.59
1698,2024-10-09 18:00:00,0.0,0.0,0.0,0.0,88.6,17.38,93.8,0.65,100.0,419.9,23.67
1699,2024-10-09 19:00:00,0.0,0.0,0.0,0.0,90.87,17.21,93.85,0.72,100.0,418.08,23.1
1700,2024-10-09 20:00:00,0.0,0.0,0.0,0.0,92.85,17.02,93.9,0.83,99.64,415.62,22.57
1701,2024-10-09 21:00:00,0.0,0.0,0.0,0.0,93.59,16.74,93.9,0.99,99.81,415.23,22.17
1702,2024-10-09 22:00:00,0.0,0.0,0.0,0.0,93.94,16.47,93.87,1.19,97.41,408.1,21.84
1703,2024-10-09 23:00:00,0.0,0.0,0.0,0.0,94.35,16.25,93.81,1.43,89.52,402.17,21.54
1704,2024-10-10 00:00:00,0.0,0.0,0.0,0.0,94.79,16.09,93.73,1.74,85.76,409.8,21.29
1705,2024-10-10 01:00:00,0.0,0.0,0.0,0.0,95.54,16.01,93.66,2.12,53.5,404.25,21.07
1706,2024-10-10 02:00:00,0.0,0.0,0.0,0.0,96.68,16.02,93.62,2.47,86.85,413.65,20.88
1707,2024-10-10 03:00:00,0.0,0.0,0.0,0.0,97.17,16.09,93.63,2.86,96.55,415.75,20.87
1708,2024-10-10 04:00:00,0.0,0.0,0.0,0.0,97.27,16.15,93.67,3.07,99.02,416.85,20.92
1709,2024-10-10 05:00:00,0.0,0.0,0.0,0.0,97.33,16.23,93.73,3.14,99.74,412.7,21.0
1710,2024-10-10 06:00:00,30.2,32.66,5.65,155.32,97.08,16.44,93.79,3.33,98.55,419.85,21.26
1711,2024-10-10 07:00:00,130.25,121.88,9.08,475.5,95.07,17.29,93.85,3.93,99.53,426.52,22.43
1712,2024-10-10 08:00:00,272.27,223.07,18.08,759.92,91.05,18.32,93.89,4.56,99.64,429.88,24.1
1713,2024-10-10 09:00:00,349.5,262.87,30.4,989.05,85.89,18.84,93.88,4.89,99.15,442.02,25.54
1714,2024-10-10 10:00:00,370.75,240.61,14.7,1147.22,81.66,18.9,93.84,4.7,98.88,443.73,26.44
1715,2024-10-10 11:00:00,460.35,335.78,9.58,1223.65,78.21,18.79,93.76,4.3,99.55,440.45,27.06
1716,2024-10-10 12:00:00,538.08,393.1,31.57,1213.15,76.08,18.54,93.68,3.76,99.28,449.2,27.29
1717,2024-10-10 13:00:00,501.7,293.7,77.61,1116.43,76.17,18.42,93.62,3.13,98.45,450.35,27.15
1718,2024-10-10 14:00:00,355.48,215.7,128.24,940.05,77.84,18.54,93.57,2.38,97.61,444.02,26.88
1719,2024-10-10 15:00:00,237.82,148.01,79.21,696.05,81.5,18.92,93.57,1.51,89.38,439.77,26.44
1720,2024-10-10 16:00:00,110.3,91.66,25.22,401.05,83.41,18.59,93.6,1.23,92.41,435.3,25.76
1721,2024-10-10 17:00:00,14.73,16.2,3.1,87.9,90.8,19.11,93.65,0.7,96.09,426.35,24.8
1722,2024-10-10 18:00:00,0.0,0.0,0.0,0.0,93.36,18.66,93.69,0.58,99.12,427.25,23.95
1723,2024-10-10 19:00:00,0.0,0.0,0.0,0.0,94.17,18.35,93.74,0.67,94.98,423.67,23.54
1724,2024-10-10 20:00:00,0.0,0.0,0.0,0.0,94.52,18.03,93.79,0.81,96.96,427.62,23.2
1725,2024-10-10 21:00:00,0.0,0.0,0.0,0.0,94.81,17.69,93.8,0.94,98.13,415.3,22.84
1726,2024-10-10 22:00:00,0.0,0.0,0.0,0.0,95.0,17.42,93.78,1.09,98.85,414.02,22.55
1727,2024-10-10 23:00:00,0.0,0.0,0.0,0.0,95.38,17.2,93.73,1.35,97.88,401.45,22.27
1728,2024-10-11 00:00:00,0.0,0.0,0.0,0.0,95.67,17.02,93.67,1.75,99.11,403.48,22.04
1729,2024-10-11 01:00:00,0.0,0.0,0.0,0.0,96.1,16.9,93.61,2.17,99.32,403.88,21.84
1730,2024-10-11 02:00:00,0.0,0.0,0.0,0.0,96.9,16.82,93.57,2.53,99.94,410.5,21.62
1731,2024-10-11 03:00:00,0.0,0.0,0.0,0.0,97.45,16.76,93.57,2.82,95.56,405.9,21.47
1732,2024-10-11 04:00:00,0.0,0.0,0.0,0.0,97.56,16.69,93.6,3.04,95.99,407.77,21.39
1733,2024-10-11 05:00:00,0.0,0.0,0.0,0.0,97.54,16.61,93.68,3.21,97.53,400.45,21.33
1734,2024-10-11 06:00:00,41.22,42.15,7.83,153.93,97.31,16.67,93.76,3.46,96.97,405.67,21.44
1735,2024-10-11 07:00:00,175.2,147.46,20.39,473.88,95.58,17.4,93.82,4.19,98.42,411.7,22.44
1736,2024-10-11 08:00:00,336.6,268.55,81.09,758.08,90.53,18.09,93.85,5.01,99.39,419.23,23.98
1737,2024-10-11 09:00:00,521.53,362.18,238.63,986.88,82.89,18.15,93.85,5.44,99.43,425.62,25.51
1738,2024-10-11 10:00:00,641.25,359.37,154.19,1144.68,77.45,18.28,93.79,5.33,97.77,433.5,26.77
1739,2024-10-11 11:00:00,678.67,387.67,163.21,1220.75,74.58,18.6,93.7,4.92,97.33,432.73,27.69
1740,2024-10-11 12:00:00,663.78,410.15,115.54,1209.85,73.34,18.81,93.61,4.39,98.01,448.67,28.15
1741,2024-10-11 13:00:00,612.58,297.38,288.08,1112.78,73.04,18.89,93.54,3.83,97.55,443.08,28.28
1742,2024-10-11 14:00:00,450.38,261.33,123.89,936.1,74.05,18.97,93.5,3.06,93.2,444.3,28.11
1743,2024-10-11 15:00:00,274.35,167.69,110.79,691.9,78.0,19.31,93.51,2.07,89.36,442.0,27.52
1744,2024-10-11 16:00:00,125.07,103.94,48.4,396.77,82.03,19.32,93.56,1.43,88.59,438.83,26.68
1745,2024-10-11 17:00:00,16.08,17.76,2.31,84.8,89.05,19.61,93.62,0.8,95.39,440.08,25.55
1746,2024-10-11 18:00:00,0.0,0.0,0.0,0.0,91.31,19.12,93.68,0.48,98.8,442.45,24.72
1747,2024-10-11 19:00:00,0.0,0.0,0.0,0.0,92.32,18.87,93.74,0.4,99.87,426.85,24.33
1748,2024-10-11 20:00:00,0.0,0.0,0.0,0.0,95.9,18.92,93.8,0.5,99.84,426.08,23.75
1749,2024-10-11 21:00:00,0.0,0.0,0.0,0.0,96.8,18.51,93.82,0.61,98.76,424.88,23.24
1750,2024-10-11 22:00:00,0.0,0.0,0.0,0.0,97.34,18.14,93.78,0.76,97.16,419.58,22.81
1751,2024-10-11 23:00:00,0.0,0.0,0.0,0.0,97.67,17.78,93.73,0.94,98.14,405.2,22.42
1752,2024-10-12 00:00:00,0.0,0.0,0.0,0.0,98.04,17.56,93.7,1.2,99.33,411.8,22.15
1753,2024-10-12 01:00:00,0.0,0.0,0.0,0.0,98.2,17.39,93.67,1.51,99.61,410.33,21.96
1754,2024-10-12 02:00:00,0.0,0.0,0.0,0.0,98.25,17.25,93.66,1.63,99.46,412.55,21.82
1755,2024-10-12 03:00:00,0.0,0.0,0.0,0.0,98.1,17.14,93.66,1.74,99.75,406.52,21.74
1756,2024-10-12 04:00:00,0.0,0.0,0.0,0.0,98.04,17.06,93.69,1.95,99.86,404.17,21.68
1757,2024-10-12 05:00:00,0.0,0.0,0.0,0.0,97.95,16.99,93.75,2.2,99.42,394.23,21.64
1758,2024-10-12 06:00:00,43.85,50.59,36.07,152.48,97.36,17.07,93.84,2.6,99.9,409.62,21.83
1759,2024-10-12 07:00:00,187.2,158.92,314.72,472.17,95.44,17.79,93.9,3.48,99.7,421.0,22.84
1760,2024-10-12 08:00:00,330.25,235.34,308.89,756.1,89.36,18.19,93.92,4.52,99.84,433.42,24.3
1761,2024-10-12 09:00:00,493.55,245.17,361.49,984.58,81.41,18.26,93.93,4.81,96.49,434.4,25.93
1762,2024-10-12 10:00:00,644.6,301.78,402.29,1142.03,76.39,18.53,93.88,4.76,87.33,439.33,27.25
1763,2024-10-12 11:00:00,683.45,339.28,310.69,1217.7,73.32,18.81,93.8,4.49,94.88,438.0,28.19
1764,2024-10-12 12:00:00,601.3,274.75,314.76,1206.45,71.16,18.99,93.7,4.11,89.43,450.98,28.85
1765,2024-10-12 13:00:00,560.05,245.22,326.08,1109.05,70.05,19.05,93.62,3.68,67.5,444.73,29.16
1766,2024-10-12 14:00:00,443.12,194.41,192.69,932.12,70.26,19.05,93.57,3.21,80.34,450.27,29.1
1767,2024-10-12 15:00:00,288.25,173.6,182.18,687.72,72.98,19.27,93.57,2.57,71.72,437.95,28.64
1768,2024-10-12 16:00:00,134.93,104.32,104.02,392.5,78.93,19.74,93.61,1.71,74.08,437.83,27.71
1769,2024-10-12 17:00:00,17.52,20.01,8.69,81.78,87.63,20.12,93.67,0.97,75.81,428.75,26.26
1770,2024-10-12 18:00:00,0.0,0.0,0.0,0.0,92.61,19.89,93.75,0.59,75.93,424.58,25.15
1771,2024-10-12 19:00:00,0.0,0.0,0.0,0.0,94.14,19.7,93.82,0.53,68.01,426.05,24.73
1772,2024-10-12 20:00:00,0.0,0.0,0.0,0.0,95.65,19.54,93.89,0.51,63.99,419.27,24.34
1773,2024-10-12 21:00:00,0.0,0.0,0.0,0.0,96.69,19.3,93.91,0.56,63.82,423.83,23.96
1774,2024-10-12 22:00:00,0.0,0.0,0.0,0.0,97.45,19.07,93.89,0.6,82.98,425.3,23.63
1775,2024-10-12 23:00:00,0.0,0.0,0.0,0.0,97.92,18.87,93.85,0.67,88.33,411.12,23.37
1776,2024-10-13 00:00:00,0.0,0.0,0.0,0.0,98.16,18.65,93.8,0.76,95.44,417.65,23.13
1777,2024-10-13 01:00:00,0.0,0.0,0.0,0.0,98.43,18.42,93.74,0.83,75.33,419.12,22.87
1778,2024-10-13 02:00:00,0.0,0.0,0.0,0.0,98.66,18.21,93.71,0.89,66.8,417.33,22.64
1779,2024-10-13 03:00:00,0.0,0.0,0.0,0.0,98.76,18.03,93.71,1.02,63.47,419.17,22.46
1780,2024-10-13 04:00:00,0.0,0.0,0.0,0.0,98.67,17.81,93.73,1.23,60.1,415.15,22.28
1781,2024-10-13 05:00:00,0.0,0.0,0.0,0.0,98.69,17.53,93.79,1.33,40.67,404.17,22.03
1782,2024-10-13 06:00:00,44.2,40.84,52.33,151.02,97.8,17.47,93.89,1.53,43.22,417.3,22.14
1783,2024-10-13 07:00:00,200.32,110.47,226.68,470.55,93.68,17.86,94.01,2.44,45.84,427.67,23.23
1784,2024-10-13 08:00:00,396.35,181.85,343.97,754.28,88.62,18.13,94.07,3.07,47.05,437.2,24.41
1785,2024-10-13 09:00:00,552.97,216.92,431.38,982.47,83.48,18.57,94.06,3.6,44.76,441.83,25.81
1786,2024-10-13 10:00:00,691.5,203.42,530.79,1139.6,78.48,18.84,94.0,3.8,37.72,442.27,27.09
1787,2024-10-13 11:00:00,788.55,329.75,436.92,1214.93,75.53,19.02,93.91,3.68,42.3,438.27,27.89
1788,2024-10-13 12:00:00,760.55,322.54,390.02,1203.32,73.75,19.14,93.82,3.44,51.81,453.65,28.39
1789,2024-10-13 13:00:00,663.6,199.16,564.06,1105.6,72.82,19.18,93.74,3.15,31.06,442.38,28.63
1790,2024-10-13 14:00:00,478.27,180.03,368.67,928.38,73.03,19.17,93.68,2.62,60.29,451.2,28.56
1791,2024-10-13 15:00:00,298.12,213.85,152.26,683.72,76.75,19.68,93.67,1.7,63.8,449.17,28.15
1792,2024-10-13 16:00:00,130.93,94.34,102.41,388.38,78.17,19.38,93.7,1.25,66.3,441.83,27.58
1793,2024-10-13 17:00:00,13.95,16.13,6.97,78.88,84.09,19.71,93.76,0.73,79.74,429.95,26.63
1794,2024-10-13 18:00:00,0.0,0.0,0.0,0.0,85.31,18.97,93.83,0.47,85.99,431.92,25.76
1795,2024-10-13 19:00:00,0.0,0.0,0.0,0.0,85.37,18.54,93.91,0.37,85.68,428.52,25.38
1796,2024-10-13 20:00:00,0.0,0.0,0.0,0.0,84.99,18.07,93.98,0.21,84.13,425.75,25.04
1797,2024-10-13 21:00:00,0.0,0.0,0.0,0.0,86.53,17.99,94.0,0.13,62.46,420.17,24.67
1798,2024-10-13 22:00:00,0.0,0.0,0.0,0.0,88.67,17.59,93.99,0.5,86.13,415.3,23.89
1799,2024-10-13 23:00:00,0.0,0.0,0.0,0.0,92.01,17.29,93.97,0.71,99.34,405.98,22.99
1800,2024-10-14 00:00:00,0.0,0.0,0.0,0.0,94.61,16.96,93.93,0.79,99.18,410.83,22.21
1801,2024-10-14 01:00:00,0.0,0.0,0.0,0.0,96.02,16.62,93.88,0.85,99.92,410.6,21.63
1802,2024-10-14 02:00:00,0.0,0.0,0.0,0.0,96.96,16.34,93.84,0.88,99.2,403.62,21.19
1803,2024-10-14 03:00:00,0.0,0.0,0.0,0.0,97.64,16.09,93.85,0.89,99.4,403.83,20.83
1804,2024-10-14 04:00:00,0.0,0.0,0.0,0.0,98.09,15.89,93.89,0.9,99.46,400.6,20.56
1805,2024-10-14 05:00:00,0.0,0.0,0.0,0.0,98.44,15.77,93.94,0.93,99.73,387.6,20.39
1806,2024-10-14 06:00:00,42.7,44.99,22.8,149.52,97.93,16.12,94.02,1.28,83.54,399.05,20.84
1807,2024-10-14 07:00:00,202.43,140.89,167.19,468.85,94.77,17.18,94.09,2.25,68.98,408.98,22.42
1808,2024-10-14 08:00:00,399.48,151.32,382.86,752.38,87.0,17.87,94.12,2.46,54.79,419.77,24.49
1809,2024-10-14 09:00:00,587.8,289.41,345.39,980.33,79.08,18.07,94.12,2.75,63.94,425.85,26.28
1810,2024-10-14 10:00:00,747.12,263.39,500.88,1137.12,74.94,18.29,94.07,2.86,41.53,426.35,27.39
1811,2024-10-14 11:00:00,787.97,294.15,470.46,1212.12,72.88,18.54,93.97,2.78,41.5,426.83,28.08
1812,2024-10-14 12:00:00,762.72,216.33,585.62,1200.18,71.78,18.68,93.87,2.52,43.11,435.15,28.45
1813,2024-10-14 13:00:00,644.25,205.76,536.49,1102.1,70.83,18.74,93.79,2.18,53.25,447.4,28.72
1814,2024-10-14 14:00:00,478.42,266.32,269.54,924.6,69.75,18.7,93.74,1.68,76.71,446.15,28.94
1815,2024-10-14 15:00:00,305.1,213.42,171.2,679.78,69.31,18.52,93.72,1.15,79.97,438.92,28.88
1816,2024-10-14 16:00:00,148.15,103.45,101.07,384.3,72.05,18.85,93.76,0.68,80.85,433.6,28.52
1817,2024-10-14 17:00:00,16.6,21.33,7.92,76.05,79.19,19.38,93.82,0.57,85.93,423.58,27.38
1818,2024-10-14 18:00:00,0.0,0.0,0.0,0.0,87.48,19.41,93.9,0.64,86.78,424.92,25.73
1819,2024-10-14 19:00:00,0.0,0.0,0.0,0.0,91.02,19.31,93.97,0.78,90.44,423.7,24.99
1820,2024-10-14 20:00:00,0.0,0.0,0.0,0.0,93.53,19.21,94.03,0.78,97.74,423.58,24.46
1821,2024-10-14 21:00:00,0.0,0.0,0.0,0.0,95.43,19.12,94.05,0.67,94.09,423.02,24.05
1822,2024-10-14 22:00:00,0.0,0.0,0.0,0.0,96.44,18.9,94.03,0.59,80.38,418.08,23.68
1823,2024-10-14 23:00:00,0.0,0.0,0.0,0.0,96.7,18.63,93.98,0.62,70.38,407.8,23.39
1824,2024-10-15 00:00:00,0.0,0.0,0.0,0.0,96.76,18.38,93.92,0.8,75.76,413.1,23.15
1825,2024-10-15 01:00:00,0.0,0.0,0.0,0.0,96.7,18.1,93.87,1.11,80.4,413.52,22.9
1826,2024-10-15 02:00:00,0.0,0.0,0.0,0.0,96.89,17.9,93.84,1.3,99.53,411.45,22.68
1827,2024-10-15 03:00:00,0.0,0.0,0.0,0.0,97.11,17.69,93.83,1.35,98.44,412.7,22.45
1828,2024-10-15 04:00:00,0.0,0.0,0.0,0.0,97.39,17.5,93.85,1.35,99.06,413.55,22.23
1829,2024-10-15 05:00:00,0.0,0.0,0.0,0.0,97.52,17.33,93.91,1.45,99.02,405.62,22.06
1830,2024-10-15 06:00:00,29.38,34.23,0.0,147.98,97.18,17.34,93.98,1.78,100.0,413.83,22.14
1831,2024-10-15 07:00:00,117.85,110.72,0.0,467.02,94.83,17.82,94.05,2.46,100.0,420.77,23.0
1832,2024-10-15 08:00:00,217.95,183.69,2.81,750.3,90.78,18.39,94.1,2.66,99.84,428.42,24.25
1833,2024-10-15 09:00:00,382.67,249.06,34.62,977.92,85.71,18.9,94.12,2.77,98.2,434.12,25.67
1834,2024-10-15 10:00:00,580.4,311.13,132.67,1134.38,81.04,19.25,94.08,2.53,97.33,437.73,26.92
1835,2024-10-15 11:00:00,489.23,340.47,108.79,1209.03,77.18,19.31,94.0,2.07,99.81,441.23,27.79
1836,2024-10-15 12:00:00,595.15,349.61,63.18,1196.78,74.02,19.16,93.91,1.51,94.74,443.83,28.36
1837,2024-10-15 13:00:00,640.75,282.28,321.36,1098.43,71.28,18.86,93.85,1.0,63.45,440.95,28.73
1838,2024-10-15 14:00:00,503.9,260.39,231.63,920.7,69.41,18.38,93.79,0.65,65.25,441.0,28.74
1839,2024-10-15 15:00:00,309.27,209.47,160.26,675.72,70.41,18.24,93.78,0.81,70.49,439.92,28.36
1840,2024-10-15 16:00:00,133.57,107.68,60.7,380.17,76.95,19.11,93.8,0.9,77.38,434.02,27.63
1841,2024-10-15 17:00:00,14.48,18.52,4.26,73.32,84.52,19.42,93.85,0.86,89.01,426.6,26.31
1842,2024-10-15 18:00:00,0.0,0.0,0.0,0.0,91.42,19.54,93.91,0.72,97.46,426.92,25.1
1843,2024-10-15 19:00:00,0.0,0.0,0.0,0.0,92.77,19.25,93.97,0.8,97.99,422.48,24.62
1844,2024-10-15 20:00:00,0.0,0.0,0.0,0.0,94.11,19.05,94.04,0.78,99.2,419.38,24.22
1845,2024-10-15 21:00:00,0.0,0.0,0.0,0.0,95.13,18.85,94.06,0.72,99.75,417.9,23.87
1846,2024-10-15 22:00:00,0.0,0.0,0.0,0.0,95.83,18.64,94.04,0.71,98.28,417.7,23.56
1847,2024-10-15 23:00:00,0.0,0.0,0.0,0.0,96.28,18.42,94.0,0.73,99.71,410.12,23.28
1848,2024-10-16 00:00:00,0.0,0.0,0.0,0.0,96.54,18.18,93.93,0.76,99.99,418.9,23.01
1849,2024-10-16 01:00:00,0.0,0.0,0.0,0.0,96.91,17.89,93.85,0.83,97.26,414.42,22.67
1850,2024-10-16 02:00:00,0.0,0.0,0.0,0.0,97.29,17.59,93.8,0.93,98.82,417.55,22.32
1851,2024-10-16 03:00:00,0.0,0.0,0.0,0.0,97.8,17.34,93.78,1.06,98.07,415.92,22.0
1852,2024-10-16 04:00:00,0.0,0.0,0.0,0.0,98.07,17.17,93.81,1.25,98.59,415.77,21.8
1853,2024-10-16 05:00:00,0.0,0.0,0.0,0.0,97.97,17.11,93.87,1.57,98.15,406.25,21.77
1854,2024-10-16 06:00:00,32.38,37.69,0.0,146.38,97.48,17.21,93.94,2.1,99.78,414.75,21.96
1855,2024-10-16 07:00:00,135.77,124.42,5.95,465.1,95.17,17.95,94.0,2.81,99.56,422.42,23.05
1856,2024-10-16 08:00:00,237.35,199.69,5.8,748.1,90.23,18.85,94.05,3.25,99.67,435.92,24.75
1857,2024-10-16 09:00:00,435.23,278.12,68.07,975.4,84.33,19.25,94.06,3.5,98.92,444.12,26.24
1858,2024-10-16 10:00:00,537.17,275.87,183.51,1131.53,79.91,19.31,94.02,3.42,87.97,448.27,27.2
1859,2024-10-16 11:00:00,638.1,328.53,190.24,1205.82,77.38,19.27,93.94,3.12,92.71,440.75,27.7
1860,2024-10-16 12:00:00,651.35,333.37,254.39,1193.25,75.76,19.17,93.86,2.78,64.15,447.35,27.96
1861,2024-10-16 13:00:00,526.88,252.21,245.58,1094.65,74.84,18.99,93.8,2.5,72.0,447.08,28.0
1862,2024-10-16 14:00:00,379.23,199.92,167.78,916.75,74.26,18.84,93.75,2.31,69.48,450.55,27.99
1863,2024-10-16 15:00:00,267.33,219.37,72.39,671.65,76.04,19.09,93.72,1.97,76.04,444.27,27.8
1864,2024-10-16 16:00:00,112.95,101.96,44.18,376.08,77.84,19.19,93.73,1.73,83.6,442.6,27.49
1865,2024-10-16 17:00:00,12.7,15.32,1.77,70.65,85.74,19.42,93.75,1.05,90.65,430.42,26.05
1866,2024-10-16 18:00:00,0.0,0.0,0.0,0.0,88.03,18.46,93.79,0.85,98.27,426.33,24.77
1867,2024-10-16 19:00:00,0.0,0.0,0.0,0.0,89.13,18.1,93.85,0.87,97.74,426.95,24.25
1868,2024-10-16 20:00:00,0.0,0.0,0.0,0.0,90.72,17.84,93.93,0.89,97.83,426.05,23.73
1869,2024-10-16 21:00:00,0.0,0.0,0.0,0.0,92.36,17.67,93.96,0.92,97.75,424.23,23.28
1870,2024-10-16 22:00:00,0.0,0.0,0.0,0.0,93.69,17.61,93.97,0.96,97.11,422.67,22.99
1871,2024-10-16 23:00:00,0.0,0.0,0.0,0.0,94.73,17.55,93.95,1.05,98.83,412.52,22.75
1872,2024-10-17 00:00:00,0.0,0.0,0.0,0.0,95.48,17.41,93.9,1.17,98.82,421.15,22.48
1873,2024-10-17 01:00:00,0.0,0.0,0.0,0.0,96.1,17.27,93.83,1.3,96.96,417.02,22.23
1874,2024-10-17 02:00:00,0.0,0.0,0.0,0.0,96.74,17.15,93.78,1.4,99.87,418.2,22.0
1875,2024-10-17 03:00:00,0.0,0.0,0.0,0.0,96.98,17.06,93.76,1.54,99.58,419.38,21.87
1876,2024-10-17 04:00:00,0.0,0.0,0.0,0.0,97.14,17.02,93.79,1.71,100.0,419.83,21.81
1877,2024-10-17 05:00:00,0.0,0.0,0.0,0.0,97.32,17.03,93.85,1.97,100.0,414.92,21.8
1878,2024-10-17 06:00:00,14.77,17.22,0.0,144.75,96.98,17.18,93.92,2.42,100.0,422.0,22.01
1879,2024-10-17 07:00:00,88.32,72.01,5.54,463.1,95.3,17.96,93.97,3.13,98.94,424.5,23.03
1880,2024-10-17 08:00:00,190.48,160.66,1.33,745.75,91.93,18.99,93.99,3.47,99.85,429.45,24.55
1881,2024-10-17 09:00:00,319.0,215.86,15.59,972.7,86.54,19.48,93.99,3.95,98.28,442.38,25.99
1882,2024-10-17 10:00:00,447.88,327.79,5.01,1128.47,81.34,19.35,93.95,4.06,99.91,450.73,26.92
1883,2024-10-17 11:00:00,455.62,323.25,19.49,1202.45,77.63,19.03,93.87,3.76,99.99,446.8,27.42
1884,2024-10-17 12:00:00,531.62,372.71,105.65,1189.6,75.85,18.78,93.8,3.18,99.16,454.98,27.58
1885,2024-10-17 13:00:00,515.83,256.3,205.03,1090.75,76.03,18.78,93.74,2.54,89.17,449.42,27.53
1886,2024-10-17 14:00:00,374.17,214.77,118.32,912.7,77.77,18.81,93.68,2.04,94.64,453.8,27.16
1887,2024-10-17 15:00:00,238.43,156.35,55.53,667.55,79.94,18.91,93.67,1.81,95.39,451.95,26.78
1888,2024-10-17 16:00:00,106.12,85.87,27.0,372.0,81.76,18.72,93.68,1.79,96.68,446.98,26.23
1889,2024-10-17 17:00:00,12.5,16.44,0.0,68.07,89.07,19.13,93.7,1.22,97.74,429.08,25.15
1890,2024-10-17 18:00:00,0.0,0.0,0.0,0.0,91.88,18.6,93.73,1.22,99.16,425.98,24.17
1891,2024-10-17 19:00:00,0.0,0.0,0.0,0.0,91.92,18.34,93.78,1.77,99.48,423.75,23.94
1892,2024-10-17 20:00:00,0.0,0.0,0.0,0.0,92.32,18.31,93.84,2.48,99.61,423.33,23.85
1893,2024-10-17 21:00:00,0.0,0.0,0.0,0.0,93.82,18.27,93.85,2.86,99.56,425.67,23.55
1894,2024-10-17 22:00:00,0.0,0.0,0.0,0.0,93.5,17.75,93.83,3.43,99.33,421.52,23.13
1895,2024-10-17 23:00:00,0.0,0.0,0.0,0.0,94.09,17.12,93.79,3.22,99.55,409.12,22.43
1896,2024-10-18 00:00:00,0.0,0.0,0.0,0.0,94.42,16.54,93.73,3.09,98.61,416.2,21.8
1897,2024-10-18 01:00:00,0.0,0.0,0.0,0.0,94.07,15.99,93.65,3.21,94.77,418.67,21.3
1898,2024-10-18 02:00:00,0.0,0.0,0.0,0.0,94.03,15.62,93.59,3.26,98.35,418.3,20.92
